"schoolid" "black09" "size09" "lep09" "lowinc09" "rwarnp" "rbelowp" "rmeetp" "rexceedp" "mwarnp" "mbelowp" "mmeetp" "mexceedp" "latitude" "longitude" "county" "rmex09" "mmex09"
"57" 207710002004 18.9 229 0 76.3 0 28.1 37.5 34.4 3.1 34.4 46.9 15.6 37.271055 -89.09775 "PULASKI COUNTY" 71.9 62.5
"59" 207710102005 59.4 459 0 80 2.1 57.4 36.2 4.3 0 25.5 68.1 6.4 37.133908 -89.169866 "PULASKI COUNTY" 40.5 74.5
"60" 209101602001 0 103 0 41.1 0 28.6 57.1 14.3 0 14.3 71.4 14.3 37.510691 -89.041757 "JOHNSON COUNTY" 71.4 85.7
"63" 209101702002 0.3 272 13.1 61.7 3 30.3 42.4 24.2 0 12.1 69.7 18.2 37.537178 -89.255936 "UNION COUNTY" 66.6 87.9
"65" 209103702002 0.7 111 1.3 57.7 3 33.3 39.4 24.2 0 17.9 65.7 16.4 37.461066 -89.252097 "UNION COUNTY" 63.6 82.1
"67" 209104302001 0.7 494 0 52.5 0 31.1 48.9 20 0 22.2 57.8 20 37.450411 -89.275071 "UNION COUNTY" 68.9 77.8
"70" 209106602001 0 156 0 55.8 8.7 30.4 47.8 13 4.3 13 69.6 13 37.366908 -89.161823 "UNION COUNTY" 60.8 82.6
"74" 209108402004 0 80 0 72 0 28.6 66.7 4.8 0 23.8 71.4 4.8 37.629769 -89.500771 "JACKSON COUNTY" 71.5 76.2
"75" 209108402005 0.8 84 0 68 0 40 55 5 0 5 60 35 37.317071 -89.436999 "ALEXANDER COUNTY" 60 95
"78" 300300102001 7.4 231 0 44.1 0 31.8 54.5 13.6 0 13.6 63.6 22.7 38.92409 -89.278604 "BOND COUNTY" 68.1 86.3
"81" 300300202003 5.9 632 0 32.7 1.2 28.2 41.2 29.4 2.4 14.1 65.9 17.6 38.89897 -89.396352 "BOND COUNTY" 70.6 83.5
"82" 300300202004 0 193 0 39.7 0 27.3 59.1 13.6 0 13.6 50 36.4 38.828509 -89.539909 "BOND COUNTY" 72.7 86.4
"83" 300300202005 0 130 0 34.3 0 15.8 63.2 21.1 0 10.5 73.7 15.8 38.994894 -89.572956 "BOND COUNTY" 84.3 89.5
"85" 302501002002 0 453 0.2 43.9 0 7.5 60.4 32.1 0 3.8 60.4 35.8 39.054598 -88.744891 "EFFINGHAM COUNTY" 92.5 96.2
"87" 302502002003 0 113 0 40.4 0 26.1 39.1 34.8 0 4.3 43.5 52.2 39.188186 -88.784515 "EFFINGHAM COUNTY" 73.9 95.7
"89" 302503002002 0 208 0.4 29.3 3.3 3.3 46.7 46.7 0 0 60 40 39.05799 -88.38234 "EFFINGHAM COUNTY" 93.4 100
"92" 302504002002 0.2 531 2.3 43.8 0 19.8 51.1 29.1 0.5 8.2 67 24.2 39.067745 -88.548904 "EFFINGHAM COUNTY" 80.2 91.2
"93" 302504002004 0 64 0 62.7 0 31.6 57.9 10.5 0 15.8 73.7 10.5 38.924963 -88.663395 "EFFINGHAM COUNTY" 68.4 84.2
"98" 302505002002 0 592 0 8.3 0 7.5 48.4 44.1 0 5.4 60.2 34.4 39.132578 -88.469062 "EFFINGHAM COUNTY" 92.5 94.6
"101" 302620102001 1.8 183 0 56.3 2.8 22.2 47.2 27.8 2.8 13.9 55.6 27.8 38.992045 -88.959803 "FAYETTE COUNTY" 75 83.4
"104" 302620202001 0 246 0 51.2 0 27.8 50 22.2 0 8.3 66.7 25 39.02468 -88.854383 "FAYETTE COUNTY" 72.2 91.7
"108" 302620302008 0.3 318 0 56.3 0.8 30.3 52.9 16 0.8 17.6 73.9 7.6 38.975609 -89.103068 "FAYETTE COUNTY" 68.9 81.5
"110" 302620402001 0.5 364 0 52.6 2.6 33.3 33.3 30.8 0 15.4 51.3 33.3 39.140569 -89.113359 "FAYETTE COUNTY" 64.1 84.6
"115" 400410002003 3.1 559 3.8 23.8 0 24.3 40.5 35.1 0 8.1 67.6 24.3 42.365638 -88.894531 "BOONE COUNTY" 75.6 91.9
"116" 400410002004 2.4 205 6.9 26.8 0 9.3 60.5 30.2 0 7 72.1 20.9 42.256997 -88.72434 "BOONE COUNTY" 90.7 93
"117" 400410002005 2 616 27.1 56.2 1 31 50 18 0 17.5 68.9 13.6 42.275443 -88.830668 "BOONE COUNTY" 68 82.5
"118" 400410002007 3.3 258 13.4 54.8 0 13.3 55 31.7 0 8.3 61.7 30 42.25979 -88.853094 "BOONE COUNTY" 86.7 91.7
"119" 400410002008 2.2 906 27.4 55.9 3.4 38.5 41.9 16.2 2.7 20.7 65.3 11.3 42.250066 -88.847701 "BOONE COUNTY" 58.1 76.6
"120" 400410002009 3.4 599 9.3 24.8 0 12.5 48.3 39.2 0.8 3.4 55.5 40.3 42.246978 -88.823669 "BOONE COUNTY" 87.5 95.8
"121" 400410002010 2.7 644 16.9 31.7 0 14.2 53.1 32.7 0 8.1 60.4 31.5 42.285118 -88.861413 "BOONE COUNTY" 85.8 91.9
"124" 400420002001 0.5 160 20.9 29.4 2.9 45.7 28.6 22.9 0 19.4 72.2 8.3 42.400906 -88.746761 "BOONE COUNTY" 51.5 80.5
"125" 400420002002 1.6 146 0 20.3 0 25 55.6 19.4 0 2.8 50 47.2 42.446601 -88.869684 "BOONE COUNTY" 75 97.2
"126" 400420002004 1.7 252 15.7 30.4 1.6 32.3 51.6 14.5 1.6 12.9 72.6 12.9 42.368801 -88.821519 "BOONE COUNTY" 66.1 85.5
"130" 410112202005 7 328 1.9 58.5 1.7 25.4 50.8 22 3.4 17.2 56.9 22.4 42.311938 -89.061007 "WINNEBAGO COUNTY" 72.8 79.3
"131" 410112202006 3.1 345 2.8 64 1.7 52.5 39 6.8 0 32.2 59.3 8.5 42.335596 -89.037791 "WINNEBAGO COUNTY" 45.8 67.8
"133" 410112202008 4.9 412 4 38 2.9 30 41.4 25.7 1.4 18.8 69.6 10.1 42.337678 -89.019459 "WINNEBAGO COUNTY" 67.1 79.7
"134" 410112202010 0.5 397 1.1 25.8 1.3 16.9 54.5 27.3 1.3 9.1 66.2 23.4 42.369534 -89.04593 "WINNEBAGO COUNTY" 81.8 89.6
"135" 410112202011 4.4 388 1.9 53.1 1.4 40 41.4 17.1 2.9 18.6 65.7 12.9 42.324325 -89.047843 "WINNEBAGO COUNTY" 58.5 78.6
"136" 410112202013 2 415 1.3 40.4 0.8 23.3 34.1 41.9 2.3 15.5 50.4 31.8 42.348504 -89.047968 "WINNEBAGO COUNTY" 76 82.2
"137" 410112202014 4.9 348 5.7 22.1 0 19.3 42.1 38.6 0 15.8 68.4 15.8 42.358667 -89.035025 "WINNEBAGO COUNTY" 80.7 84.2
"140" 410113102001 1.3 430 0 8.3 0 12.2 43.9 43.9 0 3.4 49.8 46.8 42.420726 -89.011218 "WINNEBAGO COUNTY" 87.8 96.6
"143" 410113302001 0.6 666 0.3 7.8 0 8 42.7 49.3 0 4 42.7 53.3 42.47459 -89.001568 "WINNEBAGO COUNTY" 92 96
"144" 410113402001 0 107 0 19.3 0 33.3 47.6 19 0 9.5 71.4 19 42.444137 -89.194921 "WINNEBAGO COUNTY" 66.6 90.4
"147" 410114002002 2.3 490 0.8 19.2 0 11.9 46.3 41.8 0 4 51.4 44.6 42.453714 -89.054305 "WINNEBAGO COUNTY" 88.1 96
"157" 410120502014 16 531 52.1 89.2 3.9 56.6 31.6 7.9 5.2 32.5 57.1 5.2 42.257228 -89.114538 "WINNEBAGO COUNTY" 39.5 62.3
"158" 410120502016 62 285 1.5 96.3 5.9 60.8 29.4 3.9 9.8 35.3 51 3.9 42.250128 -89.093801 "WINNEBAGO COUNTY" 33.3 54.9
"159" 410120502017 26.1 423 3.7 58.4 2.7 32.9 49.3 15.1 1.4 27.4 47.9 23.3 42.280932 -89.049444 "WINNEBAGO COUNTY" 64.4 71.2
"160" 410120502018 19.8 454 2.6 45.7 1 18.4 53.4 27.2 0 8.7 57.3 34 42.288548 -89.015332 "WINNEBAGO COUNTY" 80.6 91.3
"161" 410120502019 22.1 343 1.8 56.5 0 38.2 43.6 18.2 0 18.2 65.5 16.4 42.30643 -89.035464 "WINNEBAGO COUNTY" 61.8 81.9
"162" 410120502020 11.5 186 0.4 52 0 26.8 43.9 29.3 0 13.4 68.3 18.3 42.234417 -88.948042 "WINNEBAGO COUNTY" 73.2 86.6
"163" 410120502022 46.9 366 15.5 88.2 4.2 53.5 33.8 8.5 4.2 31 54.9 9.9 42.310834 -89.103842 "WINNEBAGO COUNTY" 42.3 64.8
"164" 410120502024 74.4 522 2.1 93.7 9.3 48 33.3 9.3 2.6 32.9 59.2 5.3 42.274617 -89.113867 "WINNEBAGO COUNTY" 42.6 64.5
"166" 410120502029 18.2 266 17.3 70 4.3 30.4 47.8 17.4 0 21.7 60.9 17.4 42.259025 -89.014891 "WINNEBAGO COUNTY" 65.2 78.3
"167" 410120502034 77.4 233 0 94.2 0 44.4 48.1 7.4 0 22.2 66.7 11.1 42.281001 -89.094823 "WINNEBAGO COUNTY" 55.5 77.8
"168" 410120502037 13.9 485 30.2 89 3.2 47.6 39.7 9.5 1.6 25.4 65.1 7.9 42.234738 -89.036795 "WINNEBAGO COUNTY" 49.2 73
"169" 410120502039 15.4 309 11.1 59.1 0 29.6 50 20.4 3.7 14.8 68.5 13 42.27366 -89.037903 "WINNEBAGO COUNTY" 70.4 81.5
"170" 410120502040 39.7 347 18.8 95.1 9.4 54.7 29.7 6.3 9.2 36.9 49.2 4.6 42.259884 -89.087832 "WINNEBAGO COUNTY" 36 53.8
"171" 410120502041 24.4 357 55.8 95 5.7 65.7 28.6 0 2.8 32.4 57.7 7 42.247437 -89.115783 "WINNEBAGO COUNTY" 28.6 64.7
"172" 410120502043 55.6 349 2.6 97.9 4.2 49.3 40.8 5.6 1.4 33.8 57.7 7 42.282784 -89.134823 "WINNEBAGO COUNTY" 46.4 64.7
"173" 410120502046 7.4 349 27.7 94.1 3.9 34.1 47.3 14.7 0 14.7 65.1 20.2 42.225242 -89.058293 "WINNEBAGO COUNTY" 62 85.3
"174" 410120502047 12.6 468 43.2 95.5 3.7 45.7 46.9 3.7 2.4 19.3 65.1 13.3 42.261065 -89.065852 "WINNEBAGO COUNTY" 50.6 78.4
"176" 410120502054 15.2 529 3.5 67.6 0.9 30.2 50.9 17.9 2.8 16 66 15.1 42.248046 -89.037332 "WINNEBAGO COUNTY" 68.8 81.1
"177" 410120502056 11.4 484 47.2 83.8 2.4 25.6 41.5 30.5 2.4 14.6 67.1 15.9 42.29844 -89.015413 "WINNEBAGO COUNTY" 72 83
"178" 410120502059 14.5 291 3.6 58.4 0 30.4 50 19.6 1.8 30.4 53.6 14.3 42.248332 -89.016634 "WINNEBAGO COUNTY" 69.6 67.9
"179" 410120502062 32.8 368 2.2 81.4 1.8 30.9 52.7 14.5 0 22.2 59.3 18.5 42.287499 -89.076651 "WINNEBAGO COUNTY" 67.2 77.8
"180" 410120502063 27.5 319 1.1 74.4 0 44.7 40.4 14.9 0 19.1 57.4 23.4 42.295273 -89.087873 "WINNEBAGO COUNTY" 55.3 80.8
"181" 410120502064 27.8 340 1.3 81.1 13 42.6 33.3 11.1 3.7 44.4 38.9 13 42.309481 -89.086365 "WINNEBAGO COUNTY" 44.4 51.9
"182" 410120502066 27.2 345 2.8 79.3 5.3 36.8 43.4 14.5 5.3 26.3 48.7 19.7 42.242125 -89.047687 "WINNEBAGO COUNTY" 57.9 68.4
"184" 410120502078 10.2 721 1 30.3 0 0 23.6 76.4 0 1.1 14.6 84.3 42.259253 -89.103077 "WINNEBAGO COUNTY" 100 98.9
"185" 410120502080 70.8 226 1.5 97.4 9.5 52.4 33.3 4.8 7.1 45.2 47.6 0 42.259103 -89.103765 "WINNEBAGO COUNTY" 38.1 47.6
"186" 410120502082 8.1 548 41.7 76 3.7 39.8 44.4 12 0 19.3 67 13.8 42.290627 -89.033698 "WINNEBAGO COUNTY" 56.4 80.8
"187" 410120502084 87.6 330 0.3 97.8 11.7 71.7 15 1.7 3.3 41.7 55 0 42.277997 -89.11856 "WINNEBAGO COUNTY" 16.7 55
"188" 410120502085 36 295 0 56.3 2.6 38.5 35.9 23.1 2.6 17.9 59 20.5 42.334981 -89.098205 "WINNEBAGO COUNTY" 59 79.5
"194" 410132002004 3.5 217 8.1 59.7 2 30.6 49 18.4 0 19.2 70.7 10.1 42.491866 -89.050672 "WINNEBAGO COUNTY" 67.4 80.8
"198" 410132102002 1.7 316 0 16.5 0 9.7 52.8 37.5 0 2.8 50 47.2 42.3103 -89.3614 "WINNEBAGO COUNTY" 90.3 97.2
"201" 410132202001 0.5 324 0 9.6 0 22.5 52.5 25 0 2.5 72.5 25 42.432981 -89.333977 "WINNEBAGO COUNTY" 77.5 97.5
"205" 410132302005 3.4 196 4.2 19 0 21.3 48.4 30.3 0 4.9 59.8 35.2 42.271785 -89.237698 "WINNEBAGO COUNTY" 78.7 95
"208" 800830802003 0 234 0 39.3 0 8.3 44.4 47.2 0 0 47.2 52.8 42.148504 -89.739912 "CARROLL COUNTY" 91.6 100
"214" 800839902001 0 43 0 16.3 0 7 46.5 46.5 0 2.3 51.2 46.5 42.009834 -89.883304 "CARROLL COUNTY" 93 97.7
"217" 804311902002 1.8 449 1.4 30 0 26.1 37 37 0 8.7 60.9 30.4 42.497143 -90.636893 "JO DAVIESS COUNTY" 74 91.3
"220" 804312002002 0 312 9.6 39.1 0 11.9 57.6 30.5 0 13.6 76.3 10.2 42.425563 -90.441199 "JO DAVIESS COUNTY" 88.1 86.5
"225" 804320602002 0 220 0 37.2 4 14 56 26 2 0 76 22 42.351925 -90.008872 "JO DAVIESS COUNTY" 82 98
"228" 804321002003 2.1 193 0 37.6 0 10.7 50 39.3 0 0 67.9 32.1 42.311892 -90.270788 "JO DAVIESS COUNTY" 89.3 100
"231" 804321102001 0 73 0 29.7 0 21.4 50 28.6 0 14.3 42.9 42.9 42.475064 -90.250823 "JO DAVIESS COUNTY" 78.6 85.8
"234" 808914502003 28.5 240 0.4 83.6 0 20.3 59.5 20.3 1.4 12.2 70.3 16.2 42.285575 -89.623922 "STEPHENSON COUNTY" 79.8 86.5
"235" 808914502004 25.7 235 13.8 65.9 1.6 26.6 40.6 31.3 0 17.2 59.4 23.4 42.289069 -89.607402 "STEPHENSON COUNTY" 71.9 82.8
"236" 808914502005 23.3 182 0 65.9 1.8 27.3 43.6 27.3 1.8 9.1 65.5 23.6 42.301302 -89.655172 "STEPHENSON COUNTY" 70.9 89.1
"237" 808914502006 13 229 0 45.9 0 8.1 46.8 45.2 0 4.8 66.1 29 42.286647 -89.64661 "STEPHENSON COUNTY" 92 95.1
"238" 808914502012 26.2 129 0 64.9 0 50 40.9 9.1 2.3 40.9 54.5 2.3 42.301996 -89.606728 "STEPHENSON COUNTY" 50 56.8
"243" 808920002001 0.3 258 0 19.1 0 8.8 52.9 38.2 0 2.9 64.7 32.4 42.267041 -89.828912 "STEPHENSON COUNTY" 91.1 97.1
"245" 808920102003 0.6 440 0.2 18.5 0 8.6 51.7 39.7 0 0 56.9 43.1 42.384562 -89.530492 "STEPHENSON COUNTY" 91.4 100
"248" 808920202003 1.6 391 0 27.8 0 15.5 55.2 29.3 0 6.9 65.5 27.6 42.377018 -89.815297 "STEPHENSON COUNTY" 84.5 93.1
"251" 808920302003 0 183 0 20.5 0 6.3 56.3 37.5 0 6.3 53.1 40.6 42.464768 -89.64575 "STEPHENSON COUNTY" 93.8 93.7
"253" 901000102002 0 278 0.3 24.8 2.7 16.2 62.2 18.9 2.7 8.1 78.4 10.8 40.30899 -88.35433 "CHAMPAIGN COUNTY" 81.1 89.2
"256" 901000302003 0.3 575 0.5 15 0.5 11.7 43.4 44.4 0 4.1 44.7 51.3 40.198486 -88.407028 "CHAMPAIGN COUNTY" 87.8 96
"264" 901000402007 30.5 379 3.6 33.8 0 13.8 40 46.2 0 1.5 41.5 56.9 40.09407 -88.258279 "CHAMPAIGN COUNTY" 86.2 98.4
"265" 901000402008 48.3 346 2.1 61.5 1.6 14.1 37.5 46.9 0 15.6 59.4 25 40.097807 -88.272664 "CHAMPAIGN COUNTY" 84.4 84.4
"266" 901000402010 39.4 350 1 50.6 1.6 19.4 37.1 41.9 0 8.1 46.8 45.2 40.116676 -88.264425 "CHAMPAIGN COUNTY" 79 92
"267" 901000402011 46 320 9.1 72.6 5.3 7 47.4 40.4 0 13.8 34.5 51.7 40.136317 -88.273602 "CHAMPAIGN COUNTY" 87.8 86.2
"268" 901000402013 41.1 368 1 57 1.6 20.3 54.7 23.4 0 11.5 52.5 36.1 40.105062 -88.292867 "CHAMPAIGN COUNTY" 78.1 88.6
"269" 901000402017 33.2 465 2.2 39.7 1.5 22.1 57.4 19.1 1.5 11.9 35.8 50.7 40.090757 -88.287423 "CHAMPAIGN COUNTY" 76.5 86.5
"270" 901000402020 42.4 197 33.2 81.9 3 33.3 27.3 36.4 0 12.1 51.5 36.4 40.123559 -88.227528 "CHAMPAIGN COUNTY" 63.7 87.9
"271" 901000402021 31.6 374 18.6 49.4 1.5 22.4 46.3 29.9 0 8.8 52.9 38.2 40.108347 -88.267771 "CHAMPAIGN COUNTY" 76.2 91.1
"272" 901000402024 31.3 240 1.1 34.2 0 17 42.6 40.4 0 10.6 27.7 61.7 40.108085 -88.255321 "CHAMPAIGN COUNTY" 83 89.4
"273" 901000402026 43.1 393 15.2 74 2 27.5 31.4 39.2 0 9.4 39.6 50.9 40.124564 -88.244656 "CHAMPAIGN COUNTY" 70.6 90.5
"274" 901000402027 26.1 388 2.6 24 0 16.7 50 33.3 0 3 54.5 42.4 40.073778 -88.283501 "CHAMPAIGN COUNTY" 83.3 96.9
"277" 901000702006 1.4 473 0 26.5 0 20.5 40.9 38.6 0 15.9 63.6 20.5 39.965749 -88.267788 "CHAMPAIGN COUNTY" 79.5 84.1
"278" 901000702007 0 254 0.3 22.7 2.3 11.6 39.5 46.5 0 7 48.8 44.2 40.02652 -88.155131 "CHAMPAIGN COUNTY" 86 93
"281" 901000802001 0.8 197 0 29.4 2.4 26.8 41.5 29.3 0 14.6 56.1 29.3 40.036672 -87.965547 "CHAMPAIGN COUNTY" 70.8 85.4
"284" 901011602004 51.2 240 41.3 77.9 0 22.2 44.4 33.3 5 20 40 35 40.120391 -88.223328 "CHAMPAIGN COUNTY" 77.7 75
"285" 901011602005 8.2 351 29.3 57.1 0 18.8 33.3 47.9 0 14.3 44.9 40.8 40.108106 -88.210942 "CHAMPAIGN COUNTY" 81.2 85.7
"286" 901011602007 62.1 323 1.6 82.4 0 44.2 44.2 11.6 2.3 25.6 65.1 7 40.106498 -88.1798 "CHAMPAIGN COUNTY" 55.8 72.1
"287" 901011602008 30.6 247 3.8 64.2 3 27.3 42.4 27.3 0 15.2 48.5 36.4 40.096993 -88.184593 "CHAMPAIGN COUNTY" 69.7 84.9
"288" 901011602012 20.6 255 5.4 49 2 34.7 40.8 22.4 0 20.4 49 30.6 40.090246 -88.198668 "CHAMPAIGN COUNTY" 63.2 79.6
"289" 901011602013 26.9 234 5.8 59.6 2.1 14.9 66 17 2.1 19.1 55.3 23.4 40.099462 -88.198928 "CHAMPAIGN COUNTY" 83 78.7
"290" 901013002001 3.2 144 22.2 56.2 0 5 60 35 0 0 45 55 40.240641 -88.186879 "CHAMPAIGN COUNTY" 95 100
"292" 901013702001 47.5 216 1.2 81.7 2.4 34.1 41.2 22.4 1.2 23.5 64.7 10.6 40.305795 -88.168958 "CHAMPAIGN COUNTY" 63.6 75.3
"294" 901013702006 30.7 200 14.5 77.2 1.1 44.9 38.2 15.7 0 16.5 67 16.5 40.313953 -88.149357 "CHAMPAIGN COUNTY" 53.9 83.5
"298" 901016902001 1.8 463 0 12.3 0 17.5 62.9 19.6 0 9.3 66 24.7 40.108654 -88.038025 "CHAMPAIGN COUNTY" 82.5 90.7
"299" 901018802001 0 163 0 29.9 0 17.4 43.5 39.1 0 8.7 60.9 30.4 40.304425 -88.02144 "CHAMPAIGN COUNTY" 82.6 91.3
"302" 901019702001 0 35 0 5.6 0 5.9 47.1 47.1 0 11.8 52.9 35.3 40.192792 -87.968549 "CHAMPAIGN COUNTY" 94.2 88.2
"303" 901019702002 0 73 0 21.6 0 0 90 10 0 0 70 30 40.116307 -87.958281 "CHAMPAIGN COUNTY" 100 100
"307" 902700502004 1.1 509 0.2 32.4 1 21.2 44.4 33.3 0 6.1 64.6 29.3 40.475588 -88.372702 "FORD COUNTY" 77.7 93.9
"311" 902701002005 0.8 314 0 32.1 2.6 27.4 51.3 18.8 1.7 20.5 53.8 23.9 40.459065 -88.093502 "FORD COUNTY" 70.1 77.7
"314" 1001100102001 2.1 150 0 37.2 0 15.4 46.2 38.5 0 3.8 84.6 11.5 39.423749 -89.457354 "CHRISTIAN COUNTY" 84.7 96.1
"317" 1001100302001 0.3 268 0 46.6 2.2 15.6 46.7 35.6 0 8.9 53.3 37.8 39.546687 -89.294258 "CHRISTIAN COUNTY" 82.3 91.1
"318" 1001100302003 0.2 370 0 57.9 2.4 17.1 58.5 22 0 7.3 63.4 29.3 39.557761 -89.291185 "CHRISTIAN COUNTY" 80.5 92.7
"319" 1001100302004 1.5 218 0 46.3 0 16.7 52.4 31 0 9.5 69 21.4 39.541845 -89.307683 "CHRISTIAN COUNTY" 83.4 90.4
"320" 1001100302005 0.8 90 0 56.3 0 21.4 64.3 14.3 0 7.1 57.1 35.7 39.639776 -89.183986 "CHRISTIAN COUNTY" 78.6 92.8
"323" 1001100402001 2.3 138 0 18.1 0 44 32 24 0 24 64 12 39.659929 -89.388021 "CHRISTIAN COUNTY" 56 76
"326" 1001100802001 0 262 0 54.1 1 32.7 44.6 21.8 0 10.9 66.3 22.8 39.38789 -89.074151 "CHRISTIAN COUNTY" 66.4 89.1
"330" 1001101402001 0.6 134 0 50.9 0 18.2 60.6 21.2 0 15.2 66.7 18.2 39.589438 -89.414372 "CHRISTIAN COUNTY" 81.8 84.9
"333" 1006800202003 0 79 0 59.8 0 50 22.2 27.8 0 27.8 61.1 11.1 39.440364 -89.648628 "MONTGOMERY COUNTY" 50 72.2
"334" 1006800202005 0.6 121 0 42.8 0 14.3 47.6 38.1 0 4.8 52.4 42.9 39.32605 -89.57257 "MONTGOMERY COUNTY" 85.7 95.3
"337" 1006800302003 1.1 598 0 46.5 2.3 23.9 45.5 28.4 3.4 20.5 61.4 14.8 39.150539 -89.49986 "MONTGOMERY COUNTY" 73.9 76.2
"338" 1006800302006 0.4 194 0 66.4 0 31.8 59.1 9.1 0 36.4 63.6 0 39.09296 -89.38465 "MONTGOMERY COUNTY" 68.2 63.6
"343" 1006801202006 0.5 153 0 50 0 26 51.9 22.1 0 12.5 64.4 23.1 39.179961 -89.658103 "MONTGOMERY COUNTY" 74 87.5
"345" 1006802202003 0 234 0 46.5 2.7 32.4 43.2 21.6 2.7 16.2 54.1 27 39.304411 -89.28965 "MONTGOMERY COUNTY" 64.8 81.1
"349" 1101500102004 2.8 595 0.2 39.9 0 16.7 49.4 33.9 0 2.8 56.7 40.6 39.497232 -88.174156 "COLES COUNTY" 83.3 97.3
"351" 1101500102007 0 86 0 42.7 4 24 48 24 0 16 72 12 39.531435 -88.021024 "COLES COUNTY" 72 84
"354" 1101500202015 3.6 669 0.7 57.5 0 22.1 50.4 27.5 0.8 10.6 66.7 22 39.463996 -88.365581 "COLES COUNTY" 77.9 88.7
"355" 1101500202016 4.4 698 1.2 53.3 1.7 17.2 48.3 32.8 0 7 64.9 28.1 39.482523 -88.414195 "COLES COUNTY" 81.1 93
"357" 1101500502001 0.5 157 0 49.5 10 15 35 40 5 10 50 35 39.657388 -88.021522 "COLES COUNTY" 75 85
"361" 1101800302005 0 127 0 34.3 0 13.2 43.4 43.4 0 1.9 66 32.1 39.373652 -88.457389 "CUMBERLAND COUNTY" 86.8 98.1
"364" 1101807702003 0 434 0 34.3 0 15.4 49.2 35.4 0 10.8 53.8 35.4 39.257258 -88.19359 "CUMBERLAND COUNTY" 84.6 89.2
"367" 1102130102002 0 389 0 29.1 0 5.8 59.3 34.9 0 5.8 57 37.2 39.808868 -88.271849 "DOUGLAS COUNTY" 94.2 94.2
