"schoolid" "black11" "size11" "lep11" "lowinc11" "rwarn" "rbelow" "rmeet" "rexceed" "mwarn" "mbelow" "mmeet" "mexceed" "latitude" "longitude" "county" "dmin" "dmax" "rad1" "rad2" "rad5" "rad10" "rmex11" "mmex11"
"58" 207710102005 59.9 428 0 85.3 2.2 50 45.7 2.2 2.2 30.4 58.7 8.7 37.133908 -89.169866 "PULASKI COUNTY" 116.25112308863 364.348420906832 0 0 0 0 47.9 67.4
"59" 209101602001 0 76 0 35.1 10 30 50 10 10 10 70 10 37.510691 -89.041757 "JOHNSON COUNTY" 98.1008856514086 337.523844641302 0 0 0 0 60 80
"62" 209101702002 0.3 276 14.9 66.1 0 15.4 74.4 10.3 0 12.8 69.2 17.9 37.537178 -89.255936 "UNION COUNTY" 89.7729296455364 337.75071107718 0 0 0 0 84.7 87.1
"64" 209103702002 0.6 116 0.6 45.8 1.1 29 46.2 23.7 0 9.7 67.7 22.6 37.461066 -89.252097 "UNION COUNTY" 94.333092791455 342.877092950732 0 0 0 0 69.9 90.3
"66" 209104302001 0.3 332 0.3 48.7 0 19 47.6 33.3 0 7.1 71.4 21.4 37.450411 -89.275071 "UNION COUNTY" 94.3151604101957 343.836060767249 0 0 0 0 80.9 92.8
"73" 209108402004 0 53 0 70 0 23.1 61.5 15.4 0 7.7 69.2 23.1 37.629769 -89.500771 "JACKSON COUNTY" 77.4722286045367 334.292326453355 0 0 0 0 76.9 92.3
"74" 209108402005 0 44 0 84 8.3 33.3 41.7 16.7 0 16.7 41.7 41.7 37.317071 -89.436999 "ALEXANDER COUNTY" 98.4934035594903 354.62306623595 0 0 0 0 58.4 83.4
"77" 300300102001 7.8 192 0 46.8 3.2 29 38.7 29 0 16.1 77.4 6.5 38.92409 -89.278604 "BOND COUNTY" 52.0203205231887 244.642529594517 0 0 0 0 67.7 83.9
"80" 300300202003 3 658 0 47.4 0.9 22.2 44.4 32.4 0.9 7.4 68.5 23.1 38.89897 -89.396352 "BOND COUNTY" 45.5299794272404 248.057596674049 0 0 0 0 76.8 91.6
"81" 300300202004 0 184 0 61.4 0 5 60 35 0 0 40 60 38.828509 -89.539909 "BOND COUNTY" 36.5007810820921 254.998773407227 0 0 0 0 95 100
"82" 300300202005 0 159 0 49 0 14.3 47.6 38.1 0 0 66.7 33.3 38.994894 -89.572956 "BOND COUNTY" 40.9003014597289 244.658699299473 0 0 0 0 85.7 100
"84" 302501002002 1 456 0 53.3 0 31.3 42.2 26.6 0 15.6 59.4 25 39.054598 -88.744891 "EFFINGHAM COUNTY" 56.3750113553943 229.647062016215 0 0 0 0 68.8 84.4
"86" 302502002003 0 127 0 52.4 0 9.1 22.7 68.2 4.5 9.1 50 36.4 39.188186 -88.784515 "EFFINGHAM COUNTY" 46.9208426053892 220.919335054452 0 0 0 0 90.9 86.4
"88" 302503002002 0 190 0 41.5 0 11.5 34.6 53.8 0 7.7 38.5 53.8 39.05799 -88.38234 "EFFINGHAM COUNTY" 62.4435105909077 226.992615440606 0 0 0 0 88.4 92.3
"91" 302504002002 0.4 500 1.3 55 0.6 18.8 50 30.6 0 6.5 70 23.5 39.067745 -88.548904 "EFFINGHAM COUNTY" 58.214506521993 227.243814801539 0 0 0 0 80.6 93.5
"92" 302504002004 1.3 38 0 62.7 0 29.4 41.2 29.4 0 11.8 76.5 11.8 38.924963 -88.663395 "EFFINGHAM COUNTY" 66.0038128621283 237.832112349873 0 0 0 0 70.6 88.3
"97" 302505002002 0 552 0 11.4 0 6 42.2 51.8 0 0 43.4 56.6 39.132578 -88.469062 "EFFINGHAM COUNTY" 55.751843727087 222.305296039994 0 0 0 0 94 100
"100" 302620102001 1.6 148 0 55.1 0 14.8 59.3 25.9 0 11.1 66.7 22.2 38.992045 -88.959803 "FAYETTE COUNTY" 59.8940289372371 236.032782009483 0 0 0 0 85.2 88.9
"103" 302620202001 0 212 0 52.4 0 31.3 50 18.8 0 6.3 59.4 34.4 39.02468 -88.854383 "FAYETTE COUNTY" 57.7367312755484 232.711344642417 0 0 0 0 68.8 93.8
"107" 302620302008 0 310 0 56.9 0.8 21 57.1 21 0 14.3 79 6.7 38.975609 -89.103068 "FAYETTE COUNTY" 61.7326439285375 238.836503533016 0 0 0 0 78.1 85.7
"109" 302620402001 0 307 0 57.6 0 35 55 10 0 14.6 78 7.3 39.140569 -89.113359 "FAYETTE COUNTY" 50.6035784090711 227.908245720213 0 0 0 0 65 85.3
"114" 400410002003 1.4 541 1.7 30.2 0 7.8 45.6 46.7 0 4.4 67.8 27.8 42.365638 -88.894531 "BOONE COUNTY" 13.2476691182574 267.077386415998 0 0 0 0 92.3 95.6
"115" 400410002004 3 224 3 31.4 0 13.3 46.7 40 0 4.4 71.1 24.4 42.256997 -88.72434 "BOONE COUNTY" 18.9252000401538 262.267880341158 0 0 0 0 86.7 95.5
"116" 400410002005 2.1 614 23.6 54.8 2.1 27.1 42.7 28.1 1 12.5 66.7 19.8 42.275443 -88.830668 "BOONE COUNTY" 15.1663837563188 261.936359247477 0 0 0 0 70.8 86.5
"117" 400410002007 6.3 279 11.3 61.1 0 12.5 50 37.5 0 4.2 62.5 33.3 42.25979 -88.853094 "BOONE COUNTY" 14.0933817821313 260.582673815552 0 0 0 0 87.5 95.8
"118" 400410002008 2.9 706 29.3 64.4 0.7 38.7 47.4 13.1 2.9 19.9 70.6 6.6 42.250066 -88.847701 "BOONE COUNTY" 14.4528359512345 260.011372060538 0 0 0 0 60.5 77.2
"119" 400410002009 3 560 18.2 44.6 1.1 17.9 43.2 37.9 0 14.7 56.8 28.4 42.246978 -88.823669 "BOONE COUNTY" 15.6847223738883 260.145232379578 0 0 0 0 81.1 85.2
"120" 400410002010 2.6 701 21.7 36.8 1 17.1 47.6 34.3 0 8.6 58.1 33.3 42.285118 -88.861413 "BOONE COUNTY" 13.5916080220953 262.152912033363 0 0 0 0 81.9 91.4
"123" 400420002001 0.5 166 20 31.2 0 6.9 55.2 37.9 0 3.4 62.1 34.5 42.400906 -88.746761 "BOONE COUNTY" 21.1231377122442 271.455506739739 0 0 0 0 93.1 96.6
"124" 400420002002 1.3 112 4.6 23.2 0 14.3 45.2 40.5 0 0 47.6 52.4 42.446601 -88.869684 "BOONE COUNTY" 17.4288774992931 272.809496346801 0 0 0 0 85.7 100
"125" 400420002004 0.3 263 10.9 38.3 0 23.5 58.8 17.6 0 8.8 73.5 17.6 42.368801 -88.821519 "BOONE COUNTY" 16.7536548303549 268.270113336309 0 0 0 0 76.4 91.1
"129" 410112202005 6 342 7.1 69.4 0 22.6 49.1 28.3 0 7.5 67.9 24.5 42.311938 -89.061007 "WINNEBAGO COUNTY" 4.00233576211678 261.417286894367 0 0 1 2 77.4 92.4
"130" 410112202006 4.9 346 6 70.5 0 39.3 37.7 23 1.6 16.1 71 11.3 42.335596 -89.037791 "WINNEBAGO COUNTY" 5.92491997295174 263.280380486669 0 0 0 2 60.7 82.3
"132" 410112202008 2.8 359 8.8 51.4 0 30.6 58.1 11.3 3.2 16.1 71 9.7 42.337678 -89.019459 "WINNEBAGO COUNTY" 6.75644134193721 263.638140250047 0 0 0 2 69.4 80.7
"133" 410112202010 1.1 399 0.9 34.1 0 15.4 50.8 33.8 0 6.2 76.9 16.9 42.369534 -89.04593 "WINNEBAGO COUNTY" 7.39229773353335 265.467658733311 0 0 0 1 84.6 93.8
"134" 410112202011 4.9 387 4.7 61.7 1.4 17.4 55.1 26.1 1.4 11.4 74.3 12.9 42.324325 -89.047843 "WINNEBAGO COUNTY" 5.04089707830112 262.404300229412 0 0 0 2 81.2 87.2
"135" 410112202013 3.2 429 1.9 51.7 0.6 22.6 45.2 31.6 1.3 10.3 54.8 33.5 42.348504 -89.047968 "WINNEBAGO COUNTY" 6.175609849934 264.029104484783 0 0 0 2 76.8 88.3
"136" 410112202014 3.1 312 5.7 27.6 0 12.3 50.9 36.8 1.8 3.5 68.4 26.3 42.358667 -89.035025 "WINNEBAGO COUNTY" 7.13925951094633 264.864081005141 0 0 0 1 87.7 94.7
"139" 410113102001 0.8 432 0.2 16.1 0 10.6 44.7 44.7 0 3.5 57.8 38.7 42.420726 -89.011218 "WINNEBAGO COUNTY" 11.3252746953082 269.316610422502 0 0 0 0 89.4 96.5
"143" 410113302001 1.9 383 0 5.4 0 9.3 46.5 44.2 0 2.3 55.8 41.9 42.47459 -89.001568 "WINNEBAGO COUNTY" 14.8325011037369 273.051507648436 0 0 0 0 90.7 97.7
"144" 410113402001 0 104 0 25.9 0 0 81.3 18.8 0 0 81.3 18.8 42.444137 -89.194921 "WINNEBAGO COUNTY" 11.7873941323308 268.902744236057 0 0 0 0 100.1 100.1
"147" 410114002002 2.3 490 0.8 22.7 0 14.7 46.7 38.6 0 1.6 54.3 44 42.453714 -89.054305 "WINNEBAGO COUNTY" 12.4988042225267 271.040153098252 0 0 0 0 85.3 98.3
"157" 410120502014 12.7 531 49.2 92.7 0 46.3 46.3 7.4 1.9 20.4 64.8 13 42.257228 -89.114538 "WINNEBAGO COUNTY" 1.76838620552825 257.120072598194 0 2 2 2 53.7 77.8
"158" 410120502016 58.9 192 5.2 95.2 10 46.7 40 3.3 13.3 33.3 50 3.3 42.250128 -89.093801 "WINNEBAGO COUNTY" 2.59442225814301 256.877931803314 0 0 2 2 43.3 53.3
"159" 410120502017 22.7 413 3.5 67.4 1.3 36.4 50.6 11.7 2.6 26 58.4 13 42.280932 -89.049444 "WINNEBAGO COUNTY" 3.97702654963707 259.468138402766 0 0 1 2 62.3 71.4
"160" 410120502018 16.9 432 3 48.2 0 10.7 50 39.3 0 11.9 51.2 36.9 42.288548 -89.015332 "WINNEBAGO COUNTY" 5.74399342541219 260.389469079579 0 0 0 2 89.3 88.1
"161" 410120502019 19.8 348 3.1 59.3 0 35.8 43.4 20.8 0 17 58.5 24.5 42.30643 -89.035464 "WINNEBAGO COUNTY" 5.00822097028061 261.347761639058 0 0 0 2 64.2 83
"162" 410120502020 4.3 194 5.2 54.1 0 27 47.3 25.7 4.1 10.8 59.5 25.7 42.234417 -88.948042 "WINNEBAGO COUNTY" 9.26860994639049 257.612889395448 0 0 0 2 73 85.2
"163" 410120502022 49.5 366 21.4 94.1 1.4 50 38.9 9.7 6.7 26.7 53.3 13.3 42.310834 -89.103842 "WINNEBAGO COUNTY" 2.38120456526676 260.853521726133 0 1 1 2 48.6 66.6
"164" 410120502024 72.8 559 0.3 93.4 9.8 63.9 21.3 4.9 8.1 30.6 54.8 6.5 42.274617 -89.113867 "WINNEBAGO COUNTY" 0.814883919892288 258.299685604755 1 1 2 2 26.2 61.3
"166" 410120502029 13.2 271 19.9 75.6 4.2 29.2 37.5 29.2 2.1 8.3 56.3 33.3 42.259025 -89.014891 "WINNEBAGO COUNTY" 5.94221740782821 258.414164162983 0 0 0 2 66.7 89.6
"167" 410120502034 76.5 279 0.9 96.6 3.6 50 32.1 14.3 7.1 10.7 60.7 21.4 42.281001 -89.094823 "WINNEBAGO COUNTY" 1.65725432675829 258.945217781933 0 1 2 2 46.4 82.1
"168" 410120502037 13.5 498 40.9 93.9 2.6 56.6 35.5 5.3 5.2 27.3 63.6 3.9 42.234738 -89.036795 "WINNEBAGO COUNTY" 4.76517895698306 256.517176952539 0 0 1 2 40.8 67.5
"169" 410120502039 15.2 309 16 69.3 3.9 33.3 45.1 17.6 0 23.5 54.9 21.6 42.27366 -89.037903 "WINNEBAGO COUNTY" 4.59557893666487 259.117179673214 0 0 1 2 62.7 76.5
"170" 410120502040 30.3 343 27.9 94.8 6.6 47.5 36.1 9.8 6.1 31.8 54.5 7.6 42.259884 -89.087832 "WINNEBAGO COUNTY" 2.48905077101435 257.603451218607 0 1 2 2 45.9 62.1
"171" 410120502041 16.2 330 62.4 97 1.6 62.9 29 6.5 8.1 24.2 56.5 11.3 42.247437 -89.115783 "WINNEBAGO COUNTY" 1.82557327150736 256.446181044713 0 2 2 2 35.5 67.8
"172" 410120502043 54.1 287 7 97.6 5.9 51 35.3 7.8 2 21.6 66.7 9.8 42.282784 -89.134823 "WINNEBAGO COUNTY" 0.405986003797095 258.617858687493 1 1 2 2 43.1 76.5
"173" 410120502046 13 351 33.5 96.4 2.4 46.8 42.7 8.1 5.6 16.8 60.8 16.8 42.225242 -89.058293 "WINNEBAGO COUNTY" 3.59719037146417 255.620597047475 0 0 1 2 50.8 77.6
"174" 410120502047 14.8 445 45.7 96.1 1.4 55.1 33.3 10.1 2.9 23.2 58 15.9 42.261065 -89.065852 "WINNEBAGO COUNTY" 3.42857824824062 257.938836896185 0 0 2 2 43.4 73.9
"176" 410120502054 12.6 429 7.2 75.5 0 28.6 39 32.5 0 9.1 54.5 36.4 42.248046 -89.037332 "WINNEBAGO COUNTY" 4.98130183720117 257.40403463736 0 0 1 2 71.5 90.9
"177" 410120502056 13.5 479 49.8 82.1 4.3 44.1 31.2 20.4 3.2 25.8 54.8 16.1 42.29844 -89.015413 "WINNEBAGO COUNTY" 5.84105648706604 261.052350197134 0 0 0 2 51.6 70.9
"178" 410120502059 17.8 263 5 71.3 4.4 31.1 44.4 20 2.2 11.1 64.4 22.2 42.248332 -89.016634 "WINNEBAGO COUNTY" 5.99018040219898 257.675559994377 0 0 0 2 64.4 86.6
"179" 410120502062 33.4 352 4.1 85.5 0 33.3 46.7 20 0 15.6 66.7 17.8 42.287499 -89.076651 "WINNEBAGO COUNTY" 2.62437949155402 259.591297852725 0 0 1 2 66.7 84.5
"180" 410120502063 28.1 330 2.7 84.1 1.7 28.8 49.2 20.3 3.4 25.4 61 10.2 42.295273 -89.087873 "WINNEBAGO COUNTY" 2.23997572188079 259.985745975003 0 1 1 2 69.5 71.2
"181" 410120502064 24.3 322 1.9 87 6.8 29.5 52.3 11.4 4.5 11.4 63.6 20.5 42.309481 -89.086365 "WINNEBAGO COUNTY" 2.86848652905713 260.95987323398 0 0 1 2 63.7 84.1
"182" 410120502066 23.6 328 6.3 85.3 8.9 41.1 41.1 8.9 1.8 33.9 51.8 12.5 42.242125 -89.047687 "WINNEBAGO COUNTY" 4.3463852118646 256.881715926319 0 0 2 2 50 64.3
"184" 410120502078 9.1 724 1.3 32 1.2 1.2 20 77.6 1.2 1.2 18.8 78.8 42.259253 -89.103077 "WINNEBAGO COUNTY" 1.94707725671674 257.386303300339 0 1 2 2 97.6 97.6
"185" 410120502080 71.9 227 3.4 97.8 0 64.3 31 4.8 4.8 42.9 47.6 4.8 42.259103 -89.103765 "WINNEBAGO COUNTY" 1.9330619472667 257.368371815432 0 1 2 2 35.8 52.4
"186" 410120502082 7.5 544 49.1 79.2 1.9 39.4 47.1 11.5 3.8 12.5 73.1 10.6 42.290627 -89.033698 "WINNEBAGO COUNTY" 4.82731926612529 260.307220690617 0 0 1 2 58.6 83.7
"187" 410120502084 80.8 220 1.9 97.7 3 51.5 36.4 9.1 12.1 9.1 57.6 21.2 42.277997 -89.11856 "WINNEBAGO COUNTY" 0.490899720792286 258.475033819687 1 1 2 2 45.5 78.8
"188" 410120502085 33.9 293 1.2 60.7 0 23.3 53.5 23.3 0 23.3 53.5 23.3 42.334981 -89.098205 "WINNEBAGO COUNTY" 4.01197165341806 262.544483966452 0 0 1 2 76.8 76.8
"194" 410132002004 1.3 194 9 70 2.5 31.6 39.2 26.6 1.3 15.2 68.4 15.2 42.491866 -89.050672 "WINNEBAGO COUNTY" 15.082419470361 273.652244541367 0 0 0 0 65.8 83.6
"198" 410132102002 0.3 312 0.3 25.3 0 14.1 42.3 43.7 1.4 5.6 63.4 29.6 42.3103 -89.3614 "WINNEBAGO COUNTY" 12.1369744175653 258.268022853263 0 0 0 0 86 93
"201" 410132202001 0 269 0 29.8 0 16.7 35.7 47.6 0 0 61.9 38.1 42.432981 -89.333977 "WINNEBAGO COUNTY" 14.8876693146804 266.859301222715 0 0 0 0 83.3 100
"205" 410132302005 1.4 170 1.9 23.4 0 16 47.2 36.8 0 8.5 66 25.5 42.271785 -89.237698 "WINNEBAGO COUNTY" 5.68293690519926 256.796825176667 0 0 0 2 84 91.5
"210" 501601502001 3.4 687 41.5 59 1.1 37.6 41.9 19.4 0 17.4 55.4 27.2 42.123842 -88.018645 "COOK COUNTY" 14.320018938556 266.946660350636 0 0 0 0 61.3 82.6
"211" 501601502003 1.8 504 24.7 38.5 0 22.1 39.5 38.4 1.2 3.5 59.3 36 42.06738 -88.026028 "COOK COUNTY" 16.2404449506194 263.271054317505 0 0 0 0 77.9 95.3
"212" 501601502004 0.4 415 7.5 2.4 1.5 4.5 36.4 57.6 0 3 42.4 54.5 42.111242 -88.074021 "COOK COUNTY" 15.5576406270308 264.940372514572 0 0 0 0 94 96.9
"213" 501601502005 0.5 530 28 43.4 2.6 24.7 33.8 39 5.2 7.8 63.6 23.4 42.080088 -88.016343 "COOK COUNTY" 16.0885362430838 264.27800856195 0 0 0 0 72.8 87
"214" 501601502006 4.9 607 6.1 8.6 0 11.9 29.4 58.7 0 0.9 43.1 56 42.095444 -88.070131 "COOK COUNTY" 16.5847193550026 264.038531198809 0 0 0 0 88.1 99.1
"215" 501601502007 4.5 815 32.2 50.7 2.4 29.9 43.3 24.4 2.4 22 49.6 26 42.119297 -88.008104 "COOK COUNTY" 14.622425962659 266.898923163739 0 0 0 0 67.7 75.6
"216" 501601502008 6.6 782 21.5 37.6 0.9 23.9 48.6 26.6 0 7.5 66 26.4 42.130767 -88.035999 "COOK COUNTY" 13.9073475836061 266.993840955343 0 0 0 0 75.2 92.4
"217" 501601502009 3.3 765 21.4 31.9 0.9 18.8 45.3 35 0 6 60.7 33.3 42.108204 -88.049907 "COOK COUNTY" 15.5421969985612 265.279859227767 0 0 0 0 80.3 94
"218" 501601502010 0.5 566 4.4 4.9 0 8.8 30 61.3 0 1.3 35 63.8 42.096504 -88.054121 "COOK COUNTY" 16.3731808241581 264.457207683469 0 0 0 0 91.3 98.8
"219" 501601502013 7.2 581 23.2 41.1 0 17.6 55.9 26.5 0 11.8 61.8 26.5 42.111743 -88.038187 "COOK COUNTY" 15.2263255843558 265.759482303356 0 0 0 0 82.4 88.3
"220" 501601502015 7.2 777 33.4 53.6 0 27.4 39.6 33 0.9 11.3 53.8 34 42.127624 -88.023013 "COOK COUNTY" 14.0698829933419 267.085148257654 0 0 0 0 72.6 87.8
"221" 501601502018 4.7 528 17.7 18.8 0 6.2 46.2 47.7 0 4.6 49.2 46.2 42.062349 -88.018572 "COOK COUNTY" 15.7667128280903 263.126827055969 0 0 0 0 93.9 95.4
"222" 501601502019 2.3 303 6.4 19.5 2.1 18.8 39.6 39.6 0 12.5 45.8 41.7 42.111444 -88.021167 "COOK COUNTY" 15.1814598181602 266.118913895926 0 0 0 0 79.2 87.5
"223" 501601502020 1 536 26.8 31.7 0 19.3 38.6 42 0 9.1 58 33 42.092366 -88.098477 "COOK COUNTY" 17.1302642800378 263.227072129222 0 0 0 0 80.6 91
"224" 501601502023 2.5 560 9.6 5.6 0 10.7 41.7 47.6 0 1.2 52.4 46.4 42.102541 -88.103916 "COOK COUNTY" 16.5358274100581 263.746329168383 0 0 0 0 89.3 98.8
"228" 501602102003 2.2 586 55.3 66.4 0 37.6 45.5 16.8 4 21.8 54.5 19.8 42.139687 -87.943499 "COOK COUNTY" 13.6112015457593 269.621835326622 0 0 0 0 62.3 74.3
"229" 501602102004 2.1 665 49 54.9 4.9 34.3 37.3 23.5 1 16.7 58.8 23.5 42.099728 -87.898436 "COOK COUNTY" 11.5983849537406 268.197021897287 0 0 0 0 60.8 82.3
"230" 501602102007 0.6 487 40.9 50.9 2.2 33.7 46.7 17.4 1 15.6 67.7 15.6 42.142221 -87.964214 "COOK COUNTY" 13.2238071001274 269.308790771675 0 0 0 0 64.1 83.3
"231" 501602102009 0.9 406 4.7 9.6 0 8.9 50.6 40.5 0 5.1 51.9 43 42.14491 -87.985345 "COOK COUNTY" 12.9018277106896 269.000255730654 0 0 0 0 91.1 94.9
"232" 501602102010 1.4 400 45.4 19.5 1.8 12.7 41.8 43.6 0 11.7 53.3 35 42.126394 -87.985367 "COOK COUNTY" 14.1766676747147 267.849814997286 0 0 0 0 85.4 88.3
"233" 501602102011 2.1 246 9.1 10.8 0 14.6 29.3 56.1 0 0 46.3 53.7 42.128044 -87.967059 "COOK COUNTY" 14.1687052357028 268.365533123494 0 0 0 0 85.4 100
"234" 501602102013 1.5 417 30.8 37.3 0 27 42.9 30.2 0 9.4 51.6 39.1 42.132525 -87.950647 "COOK COUNTY" 14.0118989185404 269.015762894127 0 0 0 0 73.1 90.7
"235" 501602102014 1.7 536 64.4 77.2 0 58.3 32.1 9.5 2.4 15.5 67.9 14.3 42.129108 -87.931209 "COOK COUNTY" 14.2023220541356 269.248698073583 0 0 0 0 41.6 82.2
"236" 501602102015 0.8 575 66.3 79 2.2 58.7 30.4 8.7 1.1 30.4 55.4 13 42.136361 -87.909132 "COOK COUNTY" 13.7527534816302 270.204569451245 0 0 0 0 39.1 68.4
"240" 501602302005 2.2 227 14.2 17.2 1.2 12.8 45.3 40.7 1.2 3.5 53.5 41.9 42.107958 -87.946595 "COOK COUNTY" 13.891723473471 267.588954328586 0 0 0 0 86 95.4
"243" 501602502002 0.8 481 8.2 7.5 0 4 40.4 55.6 0 2 40.4 57.6 42.070738 -87.971651 "COOK COUNTY" 13.7272936079061 264.714204120711 0 0 0 0 96 98
"244" 501602502004 1 246 11.5 5.2 0 1.7 55.2 43.1 0 1.7 32.8 65.5 42.119585 -87.998865 "COOK COUNTY" 14.6089168025742 267.123699827604 0 0 0 0 98.3 98.3
"245" 501602502005 2.8 428 10.9 10 1.3 6.4 25.6 66.7 0 1.3 41 57.7 42.115842 -87.972062 "COOK COUNTY" 14.9703363728954 267.495979726724 0 0 0 0 92.3 98.7
"246" 501602502009 0.7 559 2.8 6.1 0 12.7 20.6 66.7 1 2.9 41.2 54.9 42.098796 -87.979091 "COOK COUNTY" 14.9475338218006 266.280398889529 0 0 0 0 87.3 96.1
"247" 501602502011 0.4 440 6.7 6 0 9.1 36.4 54.5 1.3 3.9 48.7 46.1 42.107166 -87.996801 "COOK COUNTY" 15.4699672017436 266.398881285944 0 0 0 0 90.9 94.8
"248" 501602502016 1.1 603 7.6 8.2 0 6.7 43.3 50 0 5.8 49 45.2 42.076805 -87.998318 "COOK COUNTY" 15.1487065541254 264.481521256633 0 0 0 0 93.3 94.2
"249" 501602502018 0.6 429 9.1 11.1 1 4.2 29.2 65.6 0 1 47.9 51 42.083943 -87.96673 "COOK COUNTY" 13.896744351362 265.643200068048 0 0 0 0 94.8 98.9
"251" 501602602001 4.9 425 31.1 59 0 18.1 47 34.9 0 4.8 73.5 21.7 42.087155 -87.925983 "COOK COUNTY" 12.2062713453655 266.781236699757 0 0 0 0 81.9 95.2
"252" 501602602003 0 411 17.5 14.2 1.6 13.1 32.8 52.5 0 1.6 50.8 47.5 42.090506 -87.898545 "COOK COUNTY" 11.1979348620015 267.627579315232 0 0 0 0 85.3 98.3
